"","athlete.sex","distance","elapsed_time","average_speed","type","average_heartrate","athlete.country","meters_per_sec","iso3c"
"1197","F",30206.6,4905,6.22,"Ride",130.3,"United States",6.15832823649337,"USA"
"1198","M",88519.5,13241,8.302,"Ride",164.5,"Australia",6.68525791103391,"AUS"
"1199","M",18151.4,2944,6.984,"Ride",119.2,"United Kingdom",6.16555706521739,"GBR"
"1200","M",50985.4,7066,8.549,"Ride",152,"United Kingdom",7.21559581092556,"GBR"
"1201","M",14959.4,3007,5.135,"Ride",152.5,"Belgium",4.97485866311939,"BEL"
"1202","M",119934,18665,7.215,"Ride",119.2,"United Kingdom",6.42560942941334,"GBR"
"1203","M",28414.4,3597,7.899,"Ride",135.7,"United States",7.89947178204059,"USA"
"1204","M",12853.4,3349,5.552,"Ride",145.6,"Australia",3.83798148701105,"AUS"
"1205","M",23320.8,4558,5.116,"Ride",136.4,"United States",5.11645458534445,"USA"
"1206","F",19516.1,5155,3.792,"Run",165.9,"South Africa",3.78585838991271,"ZAF"
"1207","M",26509,4661,5.882,"Ride",112.4,"Brasil",5.68740613602231,NA
"1208","M",8687.5,1265,7.627,"Ride",102.7,"United States",6.86758893280632,"USA"
"1209","M",8458.2,1379,6.134,"Ride",107.4,"United States",6.13357505438724,"USA"
"1210","F",38604.4,4351,9.381,"Ride",168.4,"Canada",8.87253504941393,"CAN"
"1211","M",1335.6,257,5.197,"Ride",126.9,"United Kingdom",5.19688715953307,"GBR"
"1212","M",14614,2328,6.354,"Ride",143.3,"United States",6.27749140893471,"USA"
"1213","M",45815.8,5284,8.671,"Ride",163.6,"United States",8.67066616199849,"USA"
"1214","F",20260.5,3315,6.351,"Ride",157.3,"Australia",6.11176470588235,"AUS"
"1215","M",66516.7,10437,6.836,"Ride",127,"France",6.37316278624126,"FRA"
"1216","M",44349.9,5854,7.906,"Ride",106.2,"United States",7.57599931670653,"USA"
"1218","M",68174.7,12513,6.574,"Ride",144.3,"Italy",5.44830975785183,"ITA"
"1219","M",81178.3,13308,6.624,"Ride",135.5,"Nederland",6.09996242861437,NA
"1220","F",63390.1,9972,6.895,"Ride",126,"Ireland",6.35680906538307,"IRL"
"1221","M",49510.2,11506,4.797,"Ride",129,"Portugal",4.30298974448114,"PRT"
"1222","M",32079,5100,6.29,"Ride",111.5,"United States",6.29,"USA"
"1223","M",36782.1,4926,7.467,"Ride",148.5,"Nederland",7.46693057247259,NA
"1224","M",198252,37019,7.453,"Ride",133.9,"Thailand",5.35541208568573,"THA"
"1225","M",12006.2,4216,2.848,"Run",154.1,"Italy",2.84777039848197,"ITA"
"1227","F",31139.1,7629,4.715,"Run",113.6,"España",4.08167518678726,NA
"1228","M",11841,1383,8.562,"Ride",155.1,"Australia",8.56182212581345,"AUS"
"1229","F",30266.9,5183,6.179,"Ride",162.5,"United States",5.83964885201621,"USA"
"1230","F",2469.5,1332,1.937,"Run",161.5,"United States",1.85397897897898,"USA"
"1231","M",57637.1,8555,7.049,"Ride",163.2,"United States",6.73724137931034,"USA"
"1232","F",16617.1,2429,7.11,"Ride",138.8,"Australia",6.8411280362289,"AUS"
"1233","F",6837.3,2638,2.741,"Run",164.3,"United States",2.59184988627748,"USA"
"1234","",29169.4,11328,2.965,"Ride",150.6,"France",2.57498234463277,"FRA"
"1235","M",23458.5,2414,9.718,"VirtualRide",158.5,"United States",9.71768848384424,"USA"
"1236","F",57571.9,11194,5.672,"Ride",113,"United States",5.14310344827586,"USA"
"1237","M",22120.4,3255,7.594,"Ride",118.6,"Poland",6.79582181259601,"POL"
"1238","M",49852.5,7021,7.1,"Ride",117.9,"United States",7.10048426150121,"USA"
"1239","M",80334,9770,8.489,"Ride",139.5,"Deutschland",8.22251791197544,NA
"1240","F",45060.5,6646,7.6,"Ride",120.1,"United States",6.78009328919651,"USA"
"1241","M",36170.5,13564,4.578,"Ride",138.3,"Belgium",2.66665437923916,"BEL"
"1242","F",29577.3,5951,5.011,"Ride",145,"United States",4.97013947235759,"USA"
"1243","F",18497.7,5779,3.328,"Run",150.1,"Slovenia",3.20084789756013,"SVN"
"1244","M",55707.4,6533,9.552,"Ride",157.3,"Australia",8.52707791213837,"AUS"
"1245","F",38380.6,5638,6.826,"Ride",139.7,"United Kingdom",6.80748492373182,"GBR"
"1246","F",38340,15644,4.01,"AlpineSki",92.3,"Austria",2.45077985170033,"AUT"
"1247","M",26797.7,3821,7.013,"Ride",150.7,"United States",7.01326877780686,"USA"
"1248","F",87592.9,12103,7.365,"Ride",138,"South Africa",7.23728827563414,"ZAF"
"1249","F",8420.3,3620,2.458,"Workout",170.2,"United States",2.32604972375691,"USA"
"1250","F",15633.9,4773,3.304,"Ride",133.5,"New Zealand",3.275487115022,"NZL"
"1251","M",73085.8,10200,7.518,"Ride",130.5,"Peru",7.16527450980392,"PER"
"1252","M",77303.8,9232,8.767,"Ride",126.6,"Polska",8.37346187175043,NA
"1253","F",10144.5,3975,2.774,"Ride",162.1,"Australia",2.55207547169811,"AUS"
"1254","M",14471.2,1763,8.66,"Ride",134.5,"Nederland",8.20828133862734,NA
"1255","M",77054.6,9309,8.714,"Ride",143.4,"United States",8.27743044365668,"USA"
"1256","F",8642.2,7736,2.878,"Run",156.9,"United States",1.11714064115822,"USA"
"1257","F",36875.6,6043,6.102,"Ride",148.3,"France",6.1022008935959,"FRA"
"1258","F",25052,5339,4.692,"Ride",126.7,"Australia",4.69226446900169,"AUS"
"1259","F",60545,12588,7.323,"Ride",152.4,"Nederland",4.80973943438195,NA
"1260","M",8084.2,1564,5.549,"Ride",132,"United States",5.16892583120205,"USA"
"1261","F",15583.9,7802,2.073,"Run",96.6,"Germany",1.9974237375032,"DEU"
"1262","M",45315.8,11777,5.458,"Ride",157.5,"Brasil",3.84782202598285,NA
"1263","M",26284.5,4962,6.548,"Ride",145.2,"Australia",5.29715840386941,"AUS"
"1264","M",5853.9,4501,1.301,"Workout",133.8,"United States",1.30057764941124,"USA"
"1265","F",32329.9,4430,7.298,"Ride",132.2,"United States",7.29794582392777,"USA"
"1267","M",29730.6,4898,6.462,"Ride",118.3,"United Kingdom",6.06994691710902,"GBR"
"1268","F",36982.4,6390,5.811,"Ride",127.8,"España",5.78754303599374,NA
"1269","M",8289.2,2365,3.681,"Run",139.8,"United States",3.50494714587738,"USA"
"1270","F",1801.2,982,2.569,"Ride",88.5,"Australia",1.83421588594705,"AUS"
"1271","F",5610.8,2054,2.796,"Run",143.9,"United States",2.73164556962025,"USA"
"1272","M",20531.9,3826,5.5,"Ride",97.7,"United States",5.36641400940931,"USA"
"1273","M",48497.1,12311,3.956,"Ride",144.8,"United Kingdom",3.93933067987978,"GBR"
"1274","F",33714.7,96828,5.916,"Ride",118.6,"Australia",0.34819163878217,"AUS"
"1275","M",6679.1,1116,5.985,"Ride",137.7,"Brasil",5.98485663082437,NA
"1276","F",4821.4,1987,2.426,"Run",134.4,"The Netherlands",2.42647206844489,"NLD"
"1277","M",5145.8,1661,3.098,"Run",162.7,"Canada",3.09801324503311,"CAN"
"1278","M",39422.2,6320,6.346,"Ride",113.9,"South Africa",6.23768987341772,"ZAF"
"1279","M",3568.1,1427,2.507,"Run",141.7,"Switzerland",2.50042046250876,"CHE"
"1280","M",35.5,194,0.183,"Run",115.9,"United States",0.182989690721649,"USA"
"1282","M",40230.1,5749,7.271,"Ride",116.8,"United States",6.99775613150113,"USA"
"1283","M",7053.8,2635,2.916,"Run",127.4,"France",2.67696394686907,"FRA"
"1284","F",24967.3,3731,6.692,"Ride",120.6,"India",6.69185205038864,"IND"
"1285","F",17112.9,2877,5.948,"Ride",122.8,"United States",5.94817518248175,"USA"
"1286","F",3899.7,2129,3.359,"Ride",123.4,"United States",1.83170502583372,"USA"
"1287","M",26174.5,3606,7.259,"Ride",148.2,"United States",7.25859678313921,"USA"
"1288","M",107621,14705,7.78,"Ride",139.2,"Nederland",7.3186671200272,NA
"1289","M",39784.4,7031,5.832,"Ride",146.4,"France",5.65842696629213,"FRA"
"1290","M",46794,7244,7.248,"Ride",159.3,"Italia",6.45969077857537,NA
"1291","F",2143.8,1787,1.512,"Run",167.1,"Canada",1.19966424174594,"CAN"
"1292","F",4010.7,1092,3.683,"Run",187.6,"Australia",3.6728021978022,"AUS"
"1293","M",28364.1,7911,4.03,"Ride",141.3,"France",3.58540007584376,"FRA"
"1294","M",5887.1,2144,2.746,"Run",136.4,"France",2.74584888059701,"FRA"
"1295","",37982.1,4459,8.518,"Ride",145.8,"France",8.51807580174927,"FRA"
"1296","M",5.7,28,1.9,"Workout",136,"United States",0.203571428571429,"USA"
"1297","M",70140.3,8283,8.679,"Ride",140.1,"Australia",8.46798261499457,"AUS"
"1298","M",72347.8,9378,7.715,"Ride",129.4,"France",7.71462998507144,"FRA"
"1299","M",5255.5,1826,2.883,"Run",143.8,"United Kingdom",2.87814895947426,"GBR"
"1300","M",5888.2,1901,4.411,"Run",163.2,"United Kingdom",3.09742240925828,"GBR"
"1301","M",31321.6,3481,9.22,"Ride",148.9,"Australia",8.99787417408791,"AUS"
"1302","M",940.6,727,1.834,"Run",120.3,"Japan",1.29381017881706,"JPN"
"1303","M",30858.4,4580,6.738,"Ride",143.5,"Norway",6.73764192139738,"NOR"
"1304","M",67691.4,9422,7.352,"Ride",156.8,"United States",7.18439821693908,"USA"
"1305","M",57902.8,6549,8.841,"Ride",115.5,"España",8.84147198045503,NA
"1306","F",35407.1,5828,6.428,"Ride",139.1,"United States",6.07534317089911,"USA"
"1307","M",30575.4,5259,6.28,"Ride",154.4,"Spain",5.81391899600685,"ESP"
"1308","F",23824.3,3078,7.74,"Ride",145.6,"United Kingdom",7.74018843404808,"GBR"
"1309","M",40328.3,5612,7.503,"Ride",142.8,"España",7.18608339272987,NA
"1310","F",7380,2726,2.726,"Run",147.8,"France",2.7072633895818,"FRA"
"1311","M",10013.5,2014,4.972,"Run",172.7,"Finland",4.97194637537239,"FIN"
"1312","M",42853.1,6129,7.216,"Ride",135.7,"United Kingdom",6.99185837820199,"GBR"
"1313","F",17454.2,1896,9.206,"VirtualRide",135.9,"Japan",9.20580168776371,"JPN"
"1314","F",27266.5,4875,6.084,"Ride",114.3,"United States",5.59312820512821,"USA"
"1315","M",5957.3,1759,3.595,"Run",179.1,"United Kingdom",3.38675383740762,"GBR"
"1316","M",1233.9,587,2.113,"Run",150.1,"Namibia",2.10204429301533,"NAM"
"1317","M",80833.6,199304,7.181,"Ride",136.4,"United States",0.405579416368964,"USA"
"1318","M",18425.4,4129,4.496,"Ride",140.1,"Norway",4.46243642528457,"NOR"
"1319","M",99628.4,18700,6.774,"Ride",149.4,"대한민국",5.32772192513369,NA
"1320","M",7823.1,2599,3.01,"Run",169.9,"United States",3.01004232397076,"USA"
"1321","M",68679.3,12056,5.988,"Ride",160.6,"United States",5.6966904445919,"USA"
"1322","M",23651.4,4203,5.627,"Ride",135.2,"Romania",5.62726623840114,"ROU"
"1323","M",83344.2,7253,23.671,"Ride",124,"Indonesia",11.4909968288984,"IDN"
"1324","M",6230.8,899,7.203,"Ride",155.9,"Finland",6.93081201334816,"FIN"
"1325","M",4924.8,1308,3.765,"Run",175.1,"Italia",3.7651376146789,NA
"1326","M",1959.8,686,3.077,"Run",186,"United Kingdom",2.85685131195335,"GBR"
"1327","M",88448.8,12764,7.37,"Ride",133.4,"Italia",6.92955186461924,NA
"1328","F",16121.8,5143,3.135,"Run",158.9,"Netherlands",3.13470736923974,"NLD"
"1329","M",11354.2,1492,8.087,"Ride",181.2,"Japan",7.61005361930295,"JPN"
"1330","M",55472.3,16477,5.407,"Ride",121.8,"United States",3.36665048249075,"USA"
"1331","F",54916.3,9246,6.433,"Ride",145.3,"België",5.93946571490374,NA
"1332","M",10964.6,6605,6.334,"Ride",129.4,"Portugal",1.66004542013626,"PRT"
"1333","M",29437.1,4037,7.581,"Ride",129.7,"Chile",7.29182561307902,"CHL"
"1334","F",59334.6,11939,6.607,"Ride",129.9,"South Africa",4.96981321718737,"ZAF"
"1335","M",10812.4,1564,6.913,"Ride",131.2,"Norge",6.91329923273657,NA
"1336","F",5099.3,1955,2.608,"Run",177.4,"Lithuania",2.60833759590793,"LTU"
"1337","F",3440.1,1078,3.2,"Run",165.7,"Switzerland",3.19118738404453,"CHE"
"1338","M",25051.7,6118,5.696,"Ride",153,"United States",4.09475318731612,"USA"
"1339","M",53328.1,7915,7.638,"Ride",144.7,"United States",6.73759949463045,"USA"
"1340","M",15579.9,11286,7.226,"Ride",151.3,"United States",1.3804625199362,"USA"
"1341","F",22017.5,3717,5.923,"Ride",119.4,"United States",5.92345977939198,"USA"
"1342","F",51271.4,6809,9.006,"Ride",141.4,"Brazil",7.52994566015568,"BRA"
"1343","M",62774,6712,9.353,"Ride",137.3,"Sweden",9.35250297973778,"SWE"
"1344","M",42397.1,7199,6.171,"Ride",143.4,"United States",5.88930407000972,"USA"
"1346","F",50954.8,7223,7.084,"Ride",100.6,"The Netherlands",7.05452028243112,"NLD"
"1347","M",14820.7,4305,3.506,"Run",159.5,"Austria",3.44267131242741,"AUT"
"1348","F",16712,2515,6.799,"Ride",143.7,"United States",6.64493041749503,"USA"
"1349","F",19263.6,11970,2.37,"Ride",136.9,"Italy",1.60932330827068,"ITA"
"1350","F",7980.3,1882,4.39,"Ride",136.2,"United States",4.24032943676939,"USA"
"1351","M",60378.4,10090,6.501,"Ride",125.1,"United States",5.98398414271556,"USA"
"1352","F",16101.2,5258,3.064,"Run",162,"Australia",3.06222898440472,"AUS"
"1353","M",14684.8,2459,6.421,"Ride",139.7,"Brasil",5.97185847905653,NA
"1354","M",21689.6,2777,7.81,"Ride",134.2,"United States",7.81044292401872,"USA"
"1355","M",22112.3,3143,7.274,"Ride",132.7,"Storbritannien",7.03541202672606,NA
"1356","",20529.6,2961,7.021,"Ride",152.8,"Denmark",6.93333333333333,"DNK"
"1357","M",25798.5,4970,6.269,"IceSkate",156.7,"The Netherlands",5.19084507042253,"NLD"
"1358","F",9961.1,3568,2.792,"Run",170.9,"United Kingdom",2.79178811659193,"GBR"
"1359","M",19793.3,7541,2.67,"Run",172.4,"France",2.62475798965654,"FRA"
"1360","F",19735,11407,3.02,"Ride",146.3,"United Kingdom",1.73007802226703,"GBR"
"1361","M",23932.3,6315,3.843,"Ride",128.2,"France",3.78975455265241,"FRA"
"1362","F",10021.1,3566,2.948,"Run",159.6,"Netherlands",2.81017947279865,"NLD"
"1363","M",10356,3508,2.955,"Run",150.5,"España",2.9521094640821,NA
"1364","M",27353.3,4333,7.01,"Ride",114.8,"Australia",6.31278559889222,"AUS"
"1365","",78193.4,9938,8.826,"Ride",161.3,"Denmark",7.86812235862346,"DNK"
"1367","F",5853.8,3974,1.473,"Run",160.8,"Norway",1.4730246602919,"NOR"
"1368","F",20002.2,4039,5.059,"Ride",128.2,"New Zealand",4.95226541223075,"NZL"
"1369","M",6208,4530,1.423,"Run",107.3,"Italia",1.37041942604857,NA
"1370","M",14660.1,8788,5.422,"Ride",120.9,"China",1.66819526627219,"CHN"
"1371","M",31623.2,5293,8.397,"Ride",132.7,"United States",5.97453240128472,"USA"
"1372","F",27814.3,3601,7.724,"Ride",122.6,"Switzerland",7.72404887531241,"CHE"
"1373","M",6096.4,2265,2.752,"Run",157.3,"France",2.69156732891832,"FRA"
"1374","F",2470,841,2.937,"Ride",150,"Austria",2.93697978596908,"AUT"
"1375","F",53256.3,7940,6.935,"Ride",152.7,"United Kingdom",6.70734256926952,"GBR"
"1376","M",8654.9,4211,2.055,"Walk",102.9,"Norway",2.05530752790311,"NOR"
"1377","F",4056.1,2197,2.226,"Run",124.9,"United States",1.84619936276741,"USA"
"1378","M",22372.8,4060,5.982,"Ride",156.3,"Australia",5.51054187192118,"AUS"
"1379","F",397.6,118,3.369,"Run",161.6,"United States",3.36949152542373,"USA"
"1380","M",24811.6,8735,2.891,"Run",130.8,"Australia",2.84048082427018,"AUS"
"1381","M",5225.1,1807,2.892,"Run",135.3,"France",2.89158826784726,"FRA"
"1382","F",15706.7,2475,6.63,"Ride",144.5,"United Kingdom",6.34614141414141,"GBR"
"1383","M",16066,1448,11.095,"Ride",173.2,"United Kingdom",11.0953038674033,"GBR"
"1384","F",6604.8,2332,2.841,"Run",187.3,"United States",2.83224699828473,"USA"
"1385","F",7054.2,2352,3.001,"Run",172.1,"Bermuda",2.99923469387755,"BMU"
"1386","",53117.4,11885,5.318,"Ride",160.3,"Spain",4.46928060580564,"ESP"
"1387","F",10171.4,3330,3.054,"Run",174,"Portugal",3.05447447447447,"PRT"
"1388","F",4851.2,2217,2.405,"Run",137.5,"United States",2.18818222823636,"USA"
"1389","F",30799,5933,5.21,"Ride",122.1,"United States",5.19113433338952,"USA"
"1390","M",12661.4,4823,2.646,"Run",157.6,"France",2.62521252332573,"FRA"
"1391","M",17489,2239,7.811,"Ride",124.2,"Australia",7.81107637338097,"AUS"
"1392","M",48755.2,10053,5.316,"Ride",145.9,"Spain",4.84981597533075,"ESP"
"1393","M",57645.8,8241,7.111,"Ride",133.8,"United States",6.99500060672249,"USA"
"1394","F",16375.9,1964,8.814,"Ride",52.7,"United States",8.33803462321792,"USA"
"1395","M",2684.8,3487,1.546,"Walk",87.6,"United Kingdom",0.769945511901348,"GBR"
"1396","F",22615.6,4694,5.016,"Ride",51.1,"South Africa",4.81798040051129,"ZAF"
"1397","M",50436.6,12625,4.49,"Ride",158,"Italy",3.99497821782178,"ITA"
"1398","M",29348.1,5026,5.839,"VirtualRide",154.2,"España",5.83925586947871,NA
"1399","M",74285.9,13873,7.188,"Ride",147.3,"Spain",5.35471058891372,"ESP"
"1400","F",41032.9,16106,2.62,"Run",75.1,"Turkey",2.54767788401838,"TUR"
"1401","M",79955.9,10613,7.757,"Ride",170.1,"United Kingdom",7.53376990483369,"GBR"
"1402","F",4021.5,1470,2.736,"Run",148.8,"United States",2.73571428571429,"USA"
"1403","F",51064.2,10490,5.396,"Ride",128.2,"United States",4.86789323164919,"USA"
"1404","M",11930.7,4227,2.847,"Run",148.7,"Canada",2.82249822569198,"CAN"
"1405","M",75815.1,9200,8.73,"Ride",123.8,"France",8.24077173913044,"FRA"
"1406","F",4899.8,1742,2.845,"Run",134.9,"United States",2.81274397244547,"USA"
"1407","F",28343.3,7740,4.269,"Ride",150.5,"South Africa",3.66192506459948,"ZAF"
"1408","M",58743.9,8045,7.371,"Ride",128.3,"Spain",7.30191423244251,"ESP"
"1409","M",39089,4762,8.435,"Ride",150.8,"United Kingdom",8.20852582948341,"GBR"
"1410","M",7198.6,3793,4.249,"Run",160.7,"Thailand",1.89786448721329,"THA"
"1411","F",6692,1722,4.804,"Ride",147.7,"United States",3.88617886178862,"USA"
"1412","M",75558.4,7277,10.911,"VirtualRide",163.6,"United States",10.3831798818194,"USA"
"1413","F",60499.4,7174,8.459,"Ride",141.7,"United States",8.43314747700028,"USA"
"1414","M",15724.4,5883,2.756,"Run",137.9,"France",2.67285398606153,"FRA"
"1415","M",3807.8,601,6.336,"Ride",147.7,"United States",6.33577371048253,"USA"
"1416","F",20773.5,7783,2.67,"Run",149.2,"The Netherlands",2.66908647051266,"NLD"
"1417","M",11270.4,3579,3.152,"Run",158.1,"Italia",3.14903604358759,NA
"1418","F",34209.7,6891,6.132,"Ride",136.6,"Sweden",4.96440284428965,"SWE"
"1419","M",13507.8,1972,7.475,"Ride",172.9,"Australia",6.84979716024341,"AUS"
"1420","M",20583,6049,3.505,"Run",129.1,"Czech Republic",3.40271119193255,"CZE"
"1421","M",128.5,36,3.569,"Ride",84.2,"United States",3.56944444444444,"USA"
"1422","F",1550.7,3082,3.848,"Run",118.9,"Australia",0.503147306943543,"AUS"
"1423","F",28518.7,4805,5.935,"Ride",152.3,"France",5.9352133194589,"FRA"
"1424","M",35074.9,5458,6.572,"Ride",147.4,"United States",6.42632832539392,"USA"
"1425","M",17280.4,3091,5.591,"Ride",145.1,"Norge",5.59055321902297,NA
"1426","M",45485.9,5786,7.893,"Ride",148.6,"France",7.8613722779122,"FRA"
"1427","F",56486.2,7960,8.171,"Ride",144.9,"France",7.09625628140703,"FRA"
"1428","F",59756.8,8231,7.465,"Ride",149,"The Netherlands",7.2599684121006,"NLD"
"1429","M",43612,5986,7.906,"Run",146,"South Africa",7.28566655529569,"ZAF"
"1430","M",48922.5,7043,6.979,"Ride",124.7,"United States",6.94625869657816,"USA"
"1431","F",29652.1,12163,3.502,"Ride",121.3,"United Kingdom",2.43789361177341,"GBR"
"1432","M",31292.7,5412,5.903,"Ride",140.9,"United States",5.78209534368071,"USA"
"1433","F",18608.4,418895,6.801,"Ride",141.3,"United States",0.0444225879993793,"USA"
"1434","M",24037.9,5734,4.236,"Ride",147.8,"South Africa",4.19216951517265,"ZAF"
"1435","M",42335.2,8580,5.815,"Ride",107,"Australia",4.93417249417249,"AUS"
"1436","M",400.5,135,2.967,"Ride",37,"United Kingdom",2.96666666666667,"GBR"
"1437","M",50047.5,7587,7.164,"Ride",132.9,"Australia",6.59648082245947,"AUS"
"1438","F",15609.4,1801,8.667,"Ride",140.7,"United Kingdom",8.6670738478623,"GBR"
"1439","M",11917.3,3709,3.94,"Run",138.6,"Canada",3.21307630088973,"CAN"
"1440","F",18935.1,2583,7.487,"Ride",129.5,"United States",7.33066202090592,"USA"
"1442","M",32465.4,4137,7.911,"Ride",172.6,"France",7.84757070340827,"FRA"
"1443","M",114190,16267,7.649,"Ride",130.8,"France",7.01973320218848,"FRA"
"1444","M",14709.2,4651,3.165,"Run",175,"Netherlands",3.16258869060417,"NLD"
"1445","M",92.6,3544,0.026,"Ride",116.4,"United Kingdom",0.0261286681715576,"GBR"
"1446","M",17042.5,2244,8.305,"Ride",146.9,"Danmark",7.59469696969697,NA
"1448","M",3212.4,1200,2.781,"Run",125.5,"España",2.677,NA
"1449","M",87223.8,11913,7.322,"Ride",126.1,"Deutschland",7.32173256106774,NA
"1450","F",52870,8108,6.694,"Ride",120.3,"België",6.52072027627035,NA
"1451","M",507.5,94,5.399,"Ride",122.2,"Ireland",5.39893617021277,"IRL"
"1452","F",11541.7,4081,2.828,"Run",138.5,"United States",2.82815486400392,"USA"
"1453","M",129267,18421,7.843,"Ride",132.1,"United States",7.01737147820422,"USA"
"1454","F",23055.9,3596,6.932,"Ride",143.8,"United States",6.41154060066741,"USA"
"1455","M",13561.8,4283,3.183,"Run",155.2,"United Kingdom",3.16642540275508,"GBR"
"1456","M",28115.3,3617,7.773,"Ride",132.8,"Sverige",7.77309925352502,NA
"1457","M",6616.5,2234,2.962,"Run",159.7,"United States",2.96172784243509,"USA"
"1458","M",39642.6,5400,7.341,"Ride",125.7,"Canada",7.34122222222222,"CAN"
"1459","M",11352.1,2490,6.454,"Ride",159.5,"Venezuela",4.55907630522088,"VEN"
"1460","F",5673.9,2395,2.45,"Run",167.7,"Switzerland",2.36906054279749,"CHE"
"1461","F",2,5,1,"Run",120,"United Kingdom",0.4,"GBR"
"1462","F",37203,8435,5.385,"Ride",86.1,"United States",4.41055127445169,"USA"
"1463","M",15281.3,4190,3.718,"Run",150,"France",3.64708830548926,"FRA"
"1464","M",6324.5,3132,2.087,"Run",120.5,"Italy",2.01931673052363,"ITA"
"1465","M",7175.5,2293,3.192,"Run",132.1,"Spain",3.12930658525949,"ESP"
"1466","M",21286.4,3819,5.936,"Ride",139.2,"Russia",5.57381513485206,"RUS"
"1467","F",8395.6,4925,1.938,"Run",126,"United Kingdom",1.70469035532995,"GBR"
"1468","M",22775.6,3189,7.142,"Ride",128.6,"United States",7.14192536845406,"USA"
"1469","M",27086,3442,8.238,"Ride",140.6,"Australia",7.86926205694364,"AUS"
"1470","M",53975.2,12065,8.15,"Ride",114.5,"Australia",4.47370078740157,"AUS"
"1471","M",14401.6,3788,4.34,"Ride",109.1,"United States",3.80190073917635,"USA"
"1472","M",34963.5,5738,6.093,"Ride",139.3,"Spain",6.09332520041826,"ESP"
"1473","M",105847,15939,7.757,"Ride",130.4,"United States",6.64075537988581,"USA"
"1474","F",1573.6,684,2.301,"Ride",82.5,"United States",2.30058479532164,"USA"
"1475","M",38575.3,5561,7.282,"Ride",106.7,"United States",6.93675597914044,"USA"
"1476","M",2149.2,685,3.151,"Run",143.3,"España",3.13751824817518,NA
"1477","M",35775.5,8129,5.502,"Ride",114.3,"Trinidad and Tobago",4.40097182925329,"TTO"
"1478","M",9186.7,4963,1.982,"Run",167.7,"Thailand",1.85103767882329,"THA"
"1479","F",21872.8,7060,5.149,"Ride",113.7,"New Zealand",3.09813031161473,"NZL"
"1480","M",4374.8,595,7.353,"Ride",130.3,"Suisse",7.35260504201681,NA
"1481","F",77490.7,6949,11.151,"Ride",169.6,"France",11.1513455173406,"FRA"
"1482","F",41798.2,8250,8.581,"Ride",160.1,"United Kingdom",5.06644848484848,"GBR"
"1483","M",82509,12736,7.734,"Ride",150.3,"Australia",6.47840766331658,"AUS"
"1484","F",83701.4,32644,3.293,"Ride",143,"United States",2.56406690356574,"USA"
"1485","M",31061.7,4441,7.026,"Ride",155,"Australia",6.99430308489079,"AUS"
"1486","M",27546.6,3934,7.002,"Ride",118.8,"España",7.0021860701576,NA
"1487","F",29080.1,5481,5.984,"Ride",130.3,"United States",5.30561941251596,"USA"
"1488","M",18779,2503,7.703,"Ride",145.8,"United States",7.50259688373951,"USA"
"1489","M",38191.9,4302,8.878,"Ride",159.3,"Brazil",8.8777080427708,"BRA"
"1490","M",47692.7,14593,5.011,"Ride",97.9,"Italia",3.2681902281916,NA
"1491","M",25240.2,7152,4.083,"Ride",119.1,"United States",3.52911073825503,"USA"
"1492","F",10015.1,3014,3.357,"Run",162.1,"United States",3.3228599867286,"USA"
"1493","F",5035,2016,2.502,"Run",165.6,"United Kingdom",2.49751984126984,"GBR"
"1494","M",45245.7,6678,6.911,"Ride",149.9,"Spain",6.77533692722372,"ESP"
"1495","M",10020,3229,3.111,"Run",153,"The Netherlands",3.10312790337566,"NLD"
"1496","M",37413.6,3879,9.733,"Ride",143.1,"Switzerland",9.64516627996906,"CHE"
"1497","F",9193,1384,6.642,"Ride",122.3,"United Kingdom",6.64234104046243,"GBR"
"1498","M",2968,2206,1.531,"Walk",114.1,"United States",1.34542157751587,"USA"
"1499","M",33965,4619,7.496,"Ride",135.5,"United Kingdom",7.35332323013639,"GBR"
"1500","M",725.1,79,9.178,"Ride",81.3,"Canada",9.17848101265823,"CAN"
"1501","M",58757.4,14460,6.378,"Ride",126.4,"United States",4.06344398340249,"USA"
"1502","F",63339,9663,7.235,"Ride",128.1,"United States",6.55479664700404,"USA"
"1503","M",7565.9,1722,4.394,"Run",164.6,"United Kingdom",4.39367015098722,"GBR"
"1504","F",38372.2,4765,8.053,"Ride",143.2,"United Kingdom",8.05292759706191,"GBR"
"1505","M",2709.5,1002,2.843,"Run",156.5,"United States",2.70409181636727,"USA"
"1506","F",10171.4,3330,3.054,"Run",174,"Portugal",3.05447447447447,"PRT"
"1507","F",37570,5344,7.375,"Ride",154.7,"France",7.03031437125748,"FRA"
"1508","M",37882.1,4927,8.164,"Ride",145.7,"United States",7.68867464988837,"USA"
"1509","M",11373.4,4860,4.381,"Ride",106.9,"United States",2.34020576131687,"USA"
"1510","F",19734.3,188267,6.022,"Ride",100.7,"United States",0.104820812994311,"USA"
"1511","M",40129.9,5637,8.575,"Ride",146.4,"España",7.11901720773461,NA
"1512","M",11051.9,1516,7.29,"Ride",135.2,"United States",7.29017150395778,"USA"
"1513","F",193380,24669,7.839,"Ride",136.4,"United States",7.83898820381856,"USA"
"1514","M",4537.7,1945,4.092,"Ride",129.9,"United States",2.33300771208226,"USA"
"1515","M",102143,14972,7.018,"Ride",146.7,"United Kingdom",6.82226823403687,"GBR"
"1516","M",48333,7196,6.717,"Ride",157.8,"Hungary",6.71664813785436,"HUN"
